Status;Title;Ident Code;Criteria C;Criteria;Qualifying;#Qualifyin;Supporting;#Supportin;Region;Region Cod;Location;Location C;Area Squar;Month Subm;Year Submi;Month Clas;Year Class;Month Modi;Year Modif;Details
IMMA;Comoros Island Chain and Adjacent Reef Banks IMMA;04WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C3, D2;Megaptera novaeangliae, Balaenoptera musculus, Physeter macrocephalus, Peponocephala electra, Globicephala macrorhynchus, Stenella longirostris, Tursiops aduncus, Sousa plumbea, Stenella attenuata, Pseudorca crassidens, Dugong dugon;11;Tursiops truncatus, Pseudorca crassidens, Grampus griseus, Feresa attenuata, Lagenodelphis hosei, Orcinus orca, Indopacetus pacificus, Ziphius cavirostris, Mesoplodon densirostris, Kogia breviceps, Kogia sima, Stenella coeruleoalba, Steno bredanensis;13;Western Indian Ocean and Arabian Seas;WIOCAS;Comores, Madagascar, Mayotte;COM, MDG, MYT;65900;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/comoros-island-chain-adjacent-reef-banks/
IMMA;Con Dao IMMA;09NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C2;Dugong dugon;1;Kogia breviceps;1;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Vietnam;VNM;869;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/con-dao/
IMMA;Continental Shelf of the Northern Humboldt Current IMMA;12SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C2, D1;Lagenorhynchus obscurus, Phocoena spinipinnis;2;Otaria byronia, Lontra felina, Delphinus delphis, Tursiops truncatus, Megaptera novaeangliae, Grampus griseus, Mesoplodon peruvianus;7;South East Tropical and Temperate Pacific Ocean;SETTPO;Peru;PER;50142;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/continental-shelf-of-the-northern-humboldt-current-imma
IMMA;Cook Islands Southern Group IMMA;04PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C3, D2;Megaptera novaeangliae, Stenella longirostris;2;Balaenoptera bonaerensis, Mesoplodon densirostris, Balaenoptera musculus, Balaenoptera edeni, Ziphius cavirostris, Pseudorca crassidens, Balaenoptera physalus, Lagenodelphis hosei, Peponocephala electra, Balaenoptera omurai, ...;15;Pacific Islands;PACISL;Cook Islands, French Polynesia, High Seas;COK, PYF, ABNJ;431498;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/cook-islands-southern-group/
IMMA;Coral Coast IMMA;09SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Trichechus manatus;1;Sotalia guianensis, Tursiops truncatus, Megaptera novaeangliae;3;South West Atlantic Ocean;SWATLO;Brazil;BRA;4282;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/coral-coast-imma
IMMA;Costa Rica Thermal Dome IMMA;06SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D2;Balaenoptera musculus, Stenella coeruleoalba, Delphinus delphis, Mesoplodon peruvianus;4;Stenella longirostris, Stenella attenuata, Tursiops truncatus, Steno bredanensis, Feresa attenuata, Globicephala macrorhynchus, Kogia sima, Megaptera novaeangliae, Grampus griseus, Balaenoptera edeni;10;South East Tropical and Temperate Pacific Ocean;SETTPO;Costa Rica, El Salvador, Nicaragua, Guatemala;CRI, SLV, NIC, GTM, ABNJ;518078;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/costa-rica-thermal-dome-imma
IMMA;Crozet Islands IMMA;03EXSOOC182022IMMA;Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;C1, C2, D1;Orcinus orca, Mirounga leonina, Arctocephalus gazella, Arctocephalus tropicalis;4;Physeter macrocephalus, Balaenoptera musculus;2;Extended Southern Ocean;EXSOOC;Crozet Islands, High Seas;ATF, ABNJ;244650;10;2018;5;2020;11;2022;https://www.marinemammalhabitat.org/portfolio-item/crozet-islands/
IMMA;Dampier Archipelago IMMA;05ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D1;Dugong dugon, Sousa sahulensis, Tursiops aduncus, Megaptera novaeangliae;4;Orcaella heinsohni, Pseudorca crassidens;2;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;2933;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/dampier-archipelago/
IMMA;Dhofar IMMA;05WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D2;Balaenoptera musculus, Balaenoptera edeni, Megaptera novaeangliae, Physeter macrocephalus, Pseudorca crassidens, Sousa plumbea;6;Delphinus delphis, Globicephala macrorhynchus, Grampus griseus, Kogia sima, Orcinus orca, Peponocephala electra, Stenella longirostris, Steno bredanensis, Tursiops aduncus, Tursiops truncatus, Ziphius cavirostris;11;Western Indian Ocean and Arabian Seas;WIOCAS;Oman;OMN;20680;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/dhofar/
IMMA;Eastern Indian Ocean Blue Whale Migratory Route IMMA;06ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C2, C3;Balaenoptera musculus;1;Balaenoptera musculus;1;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia, Timor-Leste, Indonesia;AUS, TLS, IDN;1101394;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/eastern-indian-ocean-blue-whale-migratory-route/
IMMA;Eastern Lesser Sunda Islands and Timor Coastal Area IMMA;10NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C2;Dugong dugon;1;Stenella attenuata, Peponocephala electra, Grampus griseus;3;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Timor-Leste, Indonesia;TLS, IDN;1260;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/lesser-sunda-timor-coast/
IMMA;Eastern Pacific Warm Pool IMMA;13SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C3, D1, D2;Stenella longirostris, Mesoplodon peruvianus, Stenella attenuata, Balaenoptera musculus;4;Balaenoptera edeni, Physeter macrocephalus, Kogia sima, Ziphius cavirostris, Orcinus orca, Feresa attenuata, Pseudorca crassidens, Grampus griseus, Steno bredanensis, Tursiops truncatus, Stenella coeruleoalba, Delphinus delphis;12;South East Tropical and Temperate Pacific Ocean;SETTPO;Mexico, High Seas;MEX, ABNJ;1873241;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/eastern-pacific-warm-pool-imma
IMMA;Emona IMMA;06BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C2;Tursiops truncatus;1;Delphinus delphis, Phocoena phocoena;2;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Bulgaria;BGR;2459;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/emona-imma
IMMA;Falkland Islands (Malvinas) Inner Shelf Waters IMMA;25SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D2;Balaenoptera borealis, Mirounga leonina, Lagenorhynchus australis, Cephalorhynchus commersonii, Arctocephalus australis, Otaria byronia, Eubalaena australis, Orcinus orca, Megaptera novaeangliae, Balaenoptera acutorostrata, Balaenoptera bonaerensis;11;NULL;;South West Atlantic Ocean;SWATLO;Falkland Islands (Malvinas);FLK;23643;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/falkland-islands-malvinas-inner-shelf-waters-imma
IMMA;Farasan Archipelago IMMA;06WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C2;Balaenoptera edeni, Sousa plumbea, Stenella longirostris, Tursiops aduncus, Dugong dugon;5;Orcinus orca;1;Western Indian Ocean and Arabian Seas;WIOCAS;Saudi Arabia, Yemen;SAU, YEM;6326;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/farasan-archipelago/
IMMA;Fernando de Noronha IMMA;03SWATLO222323IMMA;Criterion B - Distribution and Abundance;B1;Stenella longirostris;1;Stenella clymene, Stenella coeruleoalba, Stenella frontalis, Tursiops truncatus, Ziphius cavirostris, Peponocephala electra, Megaptera novaeangliae, Stenella attenuata, Globicephala macrorhynchus;9;South West Atlantic Ocean;SWATLO;Brazil;BRA;2032;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/fernando-de-noronha-imma
IMMA;Galapagos Archipelago IMMA;14SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D2;Arctocephalus galapagoensis, Zalophus wollebaeki, Balaenoptera musculus, Balaenoptera edeni, Megaptera novaeangliae, Physeter macrocephalus, Orcinus orca;7;Globicephala macrorhynchus, Grampus griseus, Tursiops truncatus, Delphinus delphis, Stenella coeruleoalba, Ziphius cavirostris, Kogia sima, Stenella attenuata, Stenella longirostris;9;South East Tropical and Temperate Pacific Ocean;SETTPO;Ecuador;ECU;139517;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/galapagos-archipelago-imma
IMMA;Geographe Bay to Eucla Shelf and Coastal Waters IMMA;07ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1, C2, C3;Eubalaena australis, Megaptera novaeangliae, Balaenoptera musculus, Neophoca cinerea, Arctocephalus forsteri;5;Tursiops aduncus, Delphinus delphis, Balaenoptera musculus, Globicephala melas, Balaenoptera bonaerensis, Pseudorca crassidens, Orcinus orca, Kogia breviceps, Physeter macrocephalus, Caperea marginata, Tasmacetus shepherdi, Mesoplodon grayi;12;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;123161;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/geographe-bay-eucla-shelf-coastal-waters/
IMMA;Gorgona-Tribuga-Malpelo IMMA;15SETTPO222222IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;B1, C1, D2;Stenella attenuata, Tursiops truncatus, Megaptera novaeangliae;3;Physeter macrocephalus, Stenella coeruleoalba, Delphinus delphis, Grampus griseus, Steno bredanensis, Peponocephala electra, Pseudorca crassidens, Globicephala macrorhynchus, Kogia sima, Balaenoptera edeni;10;South East Tropical and Temperate Pacific Ocean;SETTPO;Panama, Colombia;PAN, COL;144510;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/gorgona-tribuga-malpelo-imma
IMMA;Gough Island and Surrounding Waters IMMA;04EXSOOC182020IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B2, C1, C2;Arctocephalus tropicalis, Mirounga leonina;2;Tasmacetus shepherdi, Eubalaena australis, Megaptera novaeangliae, Globicephala melas, Orcinus orca, Balaenoptera physalus, Balaenoptera borealis, Balaenoptera bonaerensis, Physeter macrocephalus, Mesoplodon mirus, Mesoplodon bowdoini;11;Extended Southern Ocean;EXSOOC;Tristan da Cunha, High Seas;TAA, ABNJ;471304;10;2018;5;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/gough-island-surrounding-waters/
IMMA;Gourdon Bay to Bigge Island IMMA;08ANSEIO202022IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B2, C1;Megaptera novaeangliae;1;Balaenoptera edeni, Physeter macrocephalus, Balaenoptera physalus, Stenella longirostris, Pseudorca crassidens, Tursiops truncatus, Tursiops aduncus, Orcaella heinsohni, Sousa sahulensis;9;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;57941;2;2020;7;2020;11;2022;https://www.marinemammalhabitat.org/portfolio-item/gourdon-bay-bigge-island/
IMMA;Great Barrier Ribbon Reefs and Outer Shelf IMMA;09ANSEIO202020IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;B2, C1, D1;Balaenoptera acutorostrata;1;Balaenoptera omurai, Megaptera novaeangliae, Pseudorca crassidens;3;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;1872;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/great-barrier-ribbon-reefs-outer-shelf/
IMMA;Greater Pemba Channel IMMA;07WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion D - Special Attributes;A, B1, D2;Sousa plumbea, Tursiops aduncus;2;Delphinus delphis, Globicephala macrorhynchus, Grampus griseus, Kogia breviceps, Lagenodelphis hosei, Megaptera novaeangliae, Mesoplodon densirostris, Pseudorca crassidens, Stenella attenuata, Stenella longirostris, Tursiops truncatus;11;Western Indian Ocean and Arabian Seas;WIOCAS;Keyna, Tanzania;KEN, TZA;6819;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/greater-pemba-channel/
IMMA;Guadalupe Island IMMA;16SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion D - Special Attributes;A, B1, B2, C1, C2, D2;Arctocephalus philippii, Mirounga angustirostris, Ziphius cavirostris;3;Zalophus californianus, Tursiops truncatus, Lagenorhynchus obliquidens, Delphinus delphis, Megaptera novaeangliae, Balaenoptera musculus, Orcinus orca, Balaenoptera edeni, Balaenoptera physalus, ...;12;South East Tropical and Temperate Pacific Ocean;SETTPO;Mexico;MEX;2754;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/guadalupe-island-imma
IMMA;Guanabara-Sepetiba Coastal Embayment Complex;12SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, B2, C1, C2;Sotalia guianensis, Steno bredanensis;2;Tursiops truncatus;1;South West Atlantic Ocean;SWATLO;Brazil;BRA;980;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/guanabara-sepetiba-coastal-embayment-complex-imma
IMMA;Guianas to Amazon Outflow IMMA;01SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C2, D1, D2;Inia geoffrensis, Trichechus manatus manatus, Trichechus inunguis, Sotalia guianensis, Tursiops truncatus, Megaptera novaeangliae, Steno bredanensis, Globicephala macrorhynchus, Pseudorca crassidens, Lagenodelphis hosei, Delphinus delphis, Grampus griseus, Stenella longirostris, Pteronura brasiliensis, Lontra longicaudis;15;NULL;;South West Atlantic Ocean;SWATLO;Brazil, French Guiana, Suriname;BRA, GUF, SUR;152890;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/guianas-to-amazon-outflow-imma/
IMMA;Gulf of Ambracia IMMA;12MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, D1;Tursiops truncatus;1;;;Mediterranean;MEDSEA;Greece;GRC;401;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/gulf-of-ambracia/
IMMA;Gulf of Arauco IMMA;17SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1, B2;Cephalorhynchus eutropia, Lontra felina, Otaria byronia, Arctocephalus australis;4;Eubalaena australis, Phocoena spinipinnis, Mirounga leonina, Balaenoptera borealis;4;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;1648;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/gulf-of-arauco-imma
IMMA;Gulf of California IMMA;18SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D2;Balaenoptera musculus, Balaenoptera Physalus, Megaptera novaeangliae, Phocoena sinus;4;Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera edeni, Eschrichtius robustus, Berardius bairdii, Mesoplodon densirostris, Mesoplodon ginkgodens, Mesoplodon peruvianus, Indopacetus pacificus, Ziphius cavirostris, ...;28;South East Tropical and Temperate Pacific Ocean;SETTPO;Mexico;MEX;276011;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/gulf-of-california-imma
IMMA;Gulf of Chiriqui IMMA;19SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Megaptera novaeangliae, Stenella attenuata, Tursiops truncatus;3;Pseudorca crassidens, Orcinus orca, Balaenoptera edeni;3;South East Tropical and Temperate Pacific Ocean;SETTPO;Panama;PAN;15079;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/gulf-of-chiriqui-imma
IMMA;Gulf of Corinth IMMA;13MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D1;Stenella coeruleoalba, Delphinus delphis;2;Tursiops truncatus, Grampus griseus, Monachus monachus;3;Mediterranean;MEDSEA;Greece;GRC;2379;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/gulf-of-corinth/
IMMA;Gulf of Kutch IMMA;08WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C2;Dugong dugon, Sousa plumbea;2;Neophocaena phocaenoides;1;Western Indian Ocean and Arabian Seas;WIOCAS;India;IND;3025;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/gulf-kutch/
IMMA;Gulf of Mannar and Palk Bay IMMA;11NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C2;Dugong dugon;1;;;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;India, Sri Lanka;IND, LKA;20663;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/gulf-mannar-palk-bay/
IMMA;Gulf of Masirah and Offshore Waters IMMA;09WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C2, D2;Megaptera novaeangliae, Sousa plumbea;2;Balaenoptera edeni, Delphinus delphis, Orcinus orca, Physeter macrocephalus, Pseudorca crassidens, Stenella longirostris, Tursiops aduncus, Tursiops truncatus, Ziphius cavirostris;9;Western Indian Ocean and Arabian Seas;WIOCAS;Oman;OMN;26350;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/gulf-masirah-offshore-waters/
IMMA;Gulf of Panama IMMA;20SETTPO222222IMMA;Criterion C - Key Life Cycle Activities;C1, C2;Megaptera novaeangliae, Stenella attenuata, Tursiops truncatus;3;Pseudorca crassidens, Balaenoptera edeni;2;South East Tropical and Temperate Pacific Ocean;SETTPO;Panama;PAN;28371;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/gulf-of-panama-imma
IMMA;Gulf of Penas IMMA;21SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1;Eubalaena australis, Balaenoptera borealis;2;Cephalorhynchus eutropia, Lagenorhynchus australis, Phocoena spinipinnis;3;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;11251;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/gulf-of-penas-imma
IMMA;Gulf of Salwa IMMA;10WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1, C2;Dugong dugon;1;Balaenoptera edeni, Delphinus delphis, Neophocaena phocaenoides, Orcinus orca, Sousa plumbea, Tursiops aduncus;6;Western Indian Ocean and Arabian Seas;WIOCAS;Bahrain, Qatar, Saudi Arabia;BHR, QAT, SAU;12580;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/gulf-salwa/
IMMA;Gulfo Dulce IMMA;22SETTPO222222IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B1, C1;Megaptera novaeangliae, Stenella attenuata, Tursiops truncatus;3;Pseudorca crassidens, Steno bredanensis;2;South East Tropical and Temperate Pacific Ocean;SETTPO;Costa Rica;CRI;910;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/golfo-dulce-imma
IMMA;Heard Islands, Kerguelen and Surrounding Waters IMMA;05EXSOOC182020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Mirounga leonina, Arctocephalus gazella, Cephalorhynchus commersonii, Balaenoptera musculus;4;Arctocephalus tropicalis, Physeter macrocephalus, Orcinus orca, Globicephala melas, Eubalaena australis, Balaenoptera acutorostrata, Balaenoptera bonaerensis, Megaptera novaeangliae, Hyperoodon planifrons, Ziphius cavirostris;10;Extended Southern Ocean;EXSOOC;Heard and McDonald Islands, Kerguelen, High Seas;HMD, ATF, ABNJ;1767353;10;2018;5;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/heard-island-kerguelen-surrounding-waters/
IMMA;Hellenic Trench IMMA;14MEDSEA161718IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D1, D2;Physeter macrocephalus, Ziphius cavirostris;2;Stenella coeruleoalba, Grampus griseus, Delphinus delphis, Tursiops truncatus, Monachus monachus;5;Mediterranean;MEDSEA;Greece, Turkey;GRC, TUR;56600;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/hellenic-trench/
IMMA;Hervey Bay and Great Sandy Strait IMMA;10ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, B2, C1, C2;Sousa sahulensis, Megaptera novaeangliae, Dugong dugon;3;Tursiops aduncus, Tursiops truncatus;2;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;6926;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/hervey-bay-great-sandy-strait/
IMMA;Hikurangi Trench IMMA;11ANSEIO202020IMMA;Criterion D - Special Attributes;D2;;;Balaenoptera musculus, Ziphius cavirostris, Balaenoptera physalus, Mesoplodon grayi, Cephalorhynchus hectori, Megaptera novaeangliae, Globicephala melas, Kogia breviceps, Balaenoptera borealis, Physeter macrocephalus, Mesoplodon layardii;11;Australia, New Zealand and Southest Indian Ocean;ANSEIO;New Zealand;NZL;50546;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/hikurangi-trench/
IMMA;Hinchinbrook to Round Hill Network IMMA;12ANSEIO202022IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Sousa sahulensis, Orcaella heinsohni, Dugong dugon;3;Megaptera novaeangliae, Tursiops aduncus, Tursiops truncatus;3;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;21135;2;2020;7;2020;11;2022;https://www.marinemammalhabitat.org/portfolio-item/hinchinbrook-round-hill/
IMMA;Houtman Abrolhos to Rottnest Shelf Waters IMMA;13ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1, C2;Neophoca cinerea;1;Balaenoptera musculus, Megaptera novaeangliae, Tursiops aduncus;3;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;19297;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/portfolio-item/houtman-abrolhos-rottnest-shelf-waters/
IMMA;Humboldt Archipelago IMMA;23SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C2, D2;Balaenoptera physalus, Megaptera novaeangliae, Balaenoptera musculus, Tursiops truncatus, Otaria byronia, Arctocephalus australis, Lontra felina, Physeter macrocephalus;8;Delphinus delphis, Grampus griseus, Lagenorhynchus obscurus, Mirounga leonina;4;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;3301;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/humboldt-archipelago-imma
IMMA;Iloilo and Guimaras Straits IMMA;12NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, B1;Orcaella brevirostris;1;Tursiops aduncus, Grampus griseus, Pseudorca crassidens, Kogia sima, Stenella attenuata, Dugong dugon, Globicephala macrorhynchus;7;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Philippines;PHL;340;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/iloilo-guimaras-straits/
IMMA;Indus Estuary and Creeks IMMA;11WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Sousa plumbea, Neophocaena phocaenoides;2;Tursiops aduncus;1;Western Indian Ocean and Arabian Seas;WIOCAS;India, Pakistan;IND, PAK;3288;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/indus-estuary-creeks/
IMMA;Ionian Archipelago IMMA;15MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1, C2;Delphinus delphis, Monachus monachus;2;Balaenoptera physalus, Tursiops truncatus, Ziphius cavirostris;3;Mediterranean;MEDSEA;Albania, Greece;ALB, GRC;9606;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/ionian-archipelago/
IMMA;Juan Fernandez Archipelago IMMA;24SETTPO222222IMMA;Criterion B - Distribution and Abundance, Criterion D - Special Attributes;B2, C1, C2;Arctocephalus philippii;1;Mirounga leonina, Arctocephalus tropicalis, Balaenoptera physalus, Balaenoptera musculus, Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera edeni, Megaptera novaeangliae, Physeter macrocephalus, Delphinus delphis, ...;12;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;83409;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/juan-fernandez-archipelago-imma
