Status;Title;Ident Code;Criteria C;Criteria;Qualifying;#Qualifyin;Supporting;#Supportin;Region;Region Cod;Location;Location C;Area Squar;Month Subm;Year Submi;Month Clas;Year Class;Month Modi;Year Modif;Details
IMMA;Abrolhos Bank IMMA;04SWATLO222323IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;B1, B2, C1, D1, D2;Megaptera novaeangliae, Sotalia guianensis, Pontoporia blainvillei, Eubalaena australis, Steno bredanensis, Tursiops truncatus truncatus, Balaenoptera edeni, Balaenoptera acutorostrata, Balaenoptera bonaerensis, Pseudorca crassidens, Feresa attenuata, Peponocephala electra, Grampus griseus, Stenella frontalis, Stenella attenuata, Stenella longirostris;16;NULL;;South West Atlantic Ocean;SWATLO;Brazil;BRA;60378;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/abrolhos-bank-imma
IMMA;Akamas and Chrysochou Bay IMMA;01MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1;Monachus monachus;1;;;Mediterranean;MEDSEA;Cyprus;CYP;284;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/akamas-chrysochou-bay/
IMMA;Akrotiri IMMA;02MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1;Monachus monachus;1;;;Mediterranean;MEDSEA;Cyprus;CYP;45;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/akrotiri/
IMMA;Albany Canyon Region IMMA;01ANSEIO202022IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C2;Physeter macrocephalus, Orcinus orca;2;Delphinus delphis, Stenella coeruleoalba, Balaenoptera musculus, Balaenoptera physalus, Megaptera novaeangliae, Eubalaena australis, Mesoplodon layardii, Pseudorca crassidens, Globicephala melas;9;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;90657;2;2020;7;2020;11;2022;https://www.marinemammalhabitat.org/portfolio-item/albany-canyon-region/
IMMA;Alboran Corridor IMMA;03MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C3;Balaenoptera physalus, Physeter macrocephalus;2;Orcinus orca, Stenella coeruleoalba, Delphinus delphis, Tursiops truncatus, Globicephala melas;5;Mediterranean;MEDSEA;Gibraltar, Morocco, Spain;GIB, MCO, ESP;20217;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/alboran-corridor/
IMMA;Alboran Deep IMMA;04MEDSEA161718IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D2;Globicephala melas, Grampus griseus, Physeter macrocephalus, Ziphius cavirostris;4;Balaenoptera physalus, Delphinus delphis, Tursiops truncatus;3;Mediterranean;MEDSEA;Algeria, Morocco, Spain;DZA, MCO, ESP;22660;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/alboran-deep/
IMMA;Alboran Sea IMMA;05MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, C2, D1, D2;Delphinus delphis, Tursiops truncatus;2;Balaenoptera physalus, Globicephala melas, Orcinus orca, Grampus griseus, Physeter macrocephalus, Ziphius cavirostris, Stenella coeruleoalba;7;Mediterranean;MEDSEA;Gibraltar, Morocco, Spain;GIB, MCO, ESP;55938;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/alboran-sea/
IMMA;Aldabra Atoll IMMA;01WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1, C2, C3;Dugong dugon, Megaptera novaeangliae;2;Delphinus delphis, Globicephala macrorhynchus, Grampus griseus, Mesoplodon densirostris, Orcinus orca, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Stenella attenuata, Stenella longirostris, Tursiops truncatus, Ziphius cavirostris;12;Western Indian Ocean and Arabian Seas;WIOCAS;Seychelles;SYC;393;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/aldabra-atoll/
IMMA;Almirantazgo Sound IMMA;01SETTPO222222IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B1, C1;Cephalorhynchus commersonii, Mirounga leonina, Hydrurga leptonyx;3;Lagenorhynchus australis, Orcinus orca, Cephalorhynchus eutropia;3;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;1143;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/almirantazgo-sound-imma/
IMMA;Almirante Montt Gulf IMMA;02SETTPO222222IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;B1, C1, D1;Cephalorhynchus eutropia, Mirounga leonina;2;Arctocephalus australis, Cephalorhynchus commersonii, Hydrurga leptonyx, Lagenorhynchus australis, Lagenorhynchus obscurus, Otaria byronia, Megaptera novaeangliae;7;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;2174;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/almirante-montt-gulf-imma/
IMMA;Amsterdam Island, Saint Paul, and Associated Waters IMMA;01EXSOOC182020IMMA;Criterion C - Key Life Cycle Activities;C1, C2;Arctocephalus tropicalis;1;Orcinus orca, Physeter macrocephalus, Balaenoptera musculus, Mirounga leonina;4;Extended Southern Ocean;EXSOOC;Amsterdam and Saint Paul Islands, High Seas;ATF, ABNJ;1431225;10;2018;5;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/amsterdam-island-saint-paul-associated-waters/
IMMA;Argentine Basin IMMA;31SWATLO222323IMMA;Criterion C - Key Life Cycle Activities;C2;Mirounga leonina, Eubalaena australis;2;NULL;;South West Atlantic Ocean;SWATLO;Argentina, High Seas;ARG, ABNJ;1749716;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/argentine-basin-imma
IMMA;Austral Archipelago IMMA;01PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1;Megaptera novaeangliae;1;Physeter macrocephalus, Stenella longirostris, Tursiops truncatus, Ziphius cavirostris, Mesoplodon densirostris, Stenella attenuata, Steno bredanensis;7;Pacific Islands;PACISL;French Polynesia;PYF;32291;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/austral-archipelago/
IMMA;Australian East Coast Migration Corridor IMMA;02ANSEIO202020IMMA;Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;C3, D1;Megaptera novaeangliae, Balaenoptera acutorostrata;2;Orcaella heinsohni, Sousa sahulensis, Dugong dugon, Stenella longirostris, Pseudorca crassidens, Tursiops truncatus, Tursiops aduncus, Delphinus delphis, Orcinus orca, Balaenoptera edeni, Eubalaena australis, Arctocephalus pusillus;12;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia;AUS;125481;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/australian-east-coast-migration-corridor/
IMMA;Babitonga Bay IMMA;16SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion D - Special Attributes;A, B1, D1;Pontoporia blainvillei, Sotalia guianensis;2;NULL;;South West Atlantic Ocean;SWATLO;Brazil;BRA;135;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/babitonga-bay-imma
IMMA;Babuyan Marine Corridor IMMA;01NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C2, D2;Megaptera novaeangliae, Steno bredanensis;2;Physeter macrocephalus, Globicephala macrorhynchus, Pseudorca crassidens, Feresa attenuata, Peponocephala electra, Kogia sima, Stenella attenuata, Stenella longirostris, Tursiops truncatus, Grampus griseus, Lagenodelphis hosei;11;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Philippines;PHL;16893;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/babuyan-marine-corridor/
IMMA;Balaklava and the Southern Crimea IMMA;01BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1, C2;Tursiops truncatus;1;Delphinus delphis, Phocoena phocoena;2;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Ukraine;UKR;1913;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/balaklava-and-the-southern-crimea-imma
IMMA;Balearic Islands Shelf and Slope IMMA;06MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1, C2;Physeter macrocephalus;1;Stenella coeruleoalba, Tursiops truncatus, Grampus griseus, Globicephala melas, Delphinus delphis;5;Mediterranean;MEDSEA;Spain;ESP;22708;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/balearic-islands-shelf-slope/
IMMA;Balikpapan, Adang and Apar Bays IMMA;02NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C2, D1;Orcaella brevirostris, Dugong dugon;2;Neophocaena phocaenoides, Tursiops aduncus;2;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Indonesia;IDN;6285;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/balikpapan-adang-apar-bays/
IMMA;Banderas Bay and Islands of Nayarit IMMA;03SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C1, D2;Megaptera novaeangliae;1;Balaenoptera edeni, Eschrichtius robustus, Kogia sima, Orcinus orca, Pseudorca crassidens, Physeter macrocephalus, Stenella attenuata, Stenella longirostris, Steno bredanensis, Tursiops truncatus, Ziphius cavirostris;11;South East Tropical and Temperate Pacific Ocean;SETTPO;Mexico;MEX;16618;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/banderas-bay-and-islands-of-nayarit-imma/
IMMA;Bazaruto Archipelago and Inhambane Bay IMMA;02WIOCAS191919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Dugong dugon;1;Sousa plumbea, Orcinus orca, Stenella longirostris, Stenella attenuata, Delphinus delphis, Feresa attenuata, Lagenodelphis hosei, Megaptera novaeangliae, Balaenoptera acutorostrata, Pseudorca crassidens, Tursiops aduncus;11;Western Indian Ocean and Arabian Seas;WIOCAS;Mozambique;MOZ;18420;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/bazaruto-archipelago-inhambane-bay/
IMMA;Beagle Channel - Cape Horn IMMA;33SWATLO222323IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;B1, B2 ,C2, D2;Lagenorhynchus australis, Lagenorhynchus obscurus, Phocoena spinipinnis, Otaria byronia, Arctocephalus australis, Megaptera novaeangliae, Orcinus orca, Balaenoptera borealis, Balaenoptera bonaerensis, Balaenoptera acutorostrata, Hydrurga leptonyx;11;Orcinus orca, Eubalaena australis, Lagenorhynchus cruciger, Phocoena dioptrica, Mirounga leonina, Lontra felina, Cephalorhynchus eutropia, Globicephala melas edwardi;8;South West Atlantic Ocean;SWATLO;Argentina, Chile;ARG, CHL;26572;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/beagle-channel-to-cape-horn-imma
IMMA;Berau and East Kutai District, Kalimantan IMMA;03NIOSEA181922IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C2, D2;Orcaella brevirostris, Sousa chinensis, Physeter macrocephalus;3;Balaenoptera omurai, Balaenoptera physalus, Delphinus delphis, Dugong dugon, Feresa attenuata, Globicephala macrorhynchus, Grampus griseus, Kogia sima, Kogia breviceps, Lagenodelphis hosei, ...;22;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Indonesia;IDN;19470;3;2018;1;2019;11;2022;https://www.marinemammalhabitat.org/portfolio-item/berau-east-kutai-district/
IMMA;Bintuni Bay IMMA;04NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C2;Sousa sahulensis;1;Stenella longirostris, Tursiops aduncus, Tursiops truncatus, Balaenoptera edeni;4;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Indonesia;IDN;5558;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/bituni-bay-west-papua/
IMMA;Bismarck Sea IMMA;02PACISL171717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C1, C2, D2;Orcinus orca, Physeter macrocephalus;2;Stenella longirostris, Tursiops truncatus, Tursiops aduncus, Stenella attenuata, Grampus griseus, Globicephala macrorhynchus, Ziphius cavirostris;7;Pacific Islands;PACISL;Papua New Guinea;PNG;22533;3;2017;10;2017;10;2017;https://www.marinemammalhabitat.org/portfolio-item/bismarck-sea/
IMMA;Bohol Sea IMMA;05NIOSEA181920IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion D - Special Attributes;A, B2, D2;Balaenoptera musculus, Physeter macrocephalus, Peponocephala electra, Lagenodelphis hosei;4;Balaenoptera edeni, Balaenoptera omurai, Feresa attenuata, Grampus griseus, Globicephala macrorhynchus, Kogia sima, Kogia breviceps, Mesoplodon densirostris, Orcinus orca, Pseudorca crassidens, Stenella attenuata, Stenella longirostris, ...;14;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Philippines;PHL;29517;3;2018;1;2019;11;2022;https://www.marinemammalhabitat.org/portfolio-item/bohol-sea/
IMMA;Bouvetoya and Surrounding Waters IMMA;02EXSOOC182020IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B2, C1, C2;Mirounga leonina, Arctocephalus gazella;2;Megaptera novaeangliae, Ommatophoca rossii;2;Extended Southern Ocean;EXSOOC;Bouvet Island, High Seas;BVT, ABNJ;817702;10;2018;5;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/bouvetoya-surrounding-waters/
IMMA;Buleleng IMMA;06NIOSEA181919IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B2, C1;Stenella longirostris, Lagenodelphis hosei;2;Grampus griseus, Globicephala macrorhynchus, Stenella attenuata, Tursiops truncatus;4;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Indonesia;IDN;583;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/buleleng/
IMMA;Cabo Blanco IMMA;00NEATLO181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1;Monachus monachus;1;;;Northeast Atlantic Ocean;NEATLO;Mauritania, Western Sahara;MRT, ESH;19333;4;2018;1;2018;1;2019;https://www.marinemammalhabitat.org/portfolio-item/cabo-blanco/
IMMA;Campanian and Pontino Archipelago IMMA;07MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1, C2;Physeter macrocephalus;1;Balaenoptera physalus, Grampus griseus, Physeter macrocephalus, Stenella coeruleoalba;4;Mediterranean;MEDSEA;Italy;ITA;4948;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/campanian-pontino-archipelago/
IMMA;Cape Coastal Waters IMMA;03WIOCAS191919IMMA;Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;B2, C1;Eubalaena australis;1;Sousa plumbea, Tursiops truncatus;2;Western Indian Ocean and Arabian Seas;WIOCAS;South Africa;ZAF;8638;4;2019;12;2019;12;2019;https://www.marinemammalhabitat.org/portfolio-item/cape-coastal-waters/
IMMA;Carnegie Ridge, Galapagos to Mainland IMMA;04SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C2, C3;Balaenoptera musculus, Physeter macrocephalus;2;Balaenoptera edeni, Delphinus delphis, Megaptera novaeangliae, Mesoplodon peruvianus, Orcinus orca, Pseudorca crassidens, Stenella attenuata;7;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile, Ecuador;CHL, ECU, ABNJ;459869;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/carnegie-ridge-galapagos-to-mainland-imma
IMMA;Caspian Seal Breeding Area IMMA;02BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C2, C3;Pusa caspica;1;;;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Kazakhstan, Russia;KAZ, RUS;56504;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/caspian-seal-breeding-area-imma
IMMA;Caspian Seal Moulting and Haul Out Areas IMMA;03BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, D1;Pusa caspica;1;;;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Azerbaijan, Iran, Kazakhstan, Russia, Turkmenistan;AZE, IRN, RUS, KAZ, TKM;35351;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/caspian-seal-moulting-and-haul-out-areas-imma
IMMA;Caspian Seal Transitory Migration and Feeding Area IMMA;04BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, C2, C3;Pusa caspica;1;;;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Azerbaijan, Iran, Kazakhstan, Russia, Turkmenistan;AZE, IRN, RUS, KAZ, TKM;164136;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/caspian-seal-transitory-migration-and-feeding-area-imma
IMMA;Central Aegean IMMA;08MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1;Monachus monachus;1;Delphinus delphis, Tursiops truncatus, Stenella coeruleoalba;3;Mediterranean;MEDSEA;Greece, Turkey;GRC, TUR;58265;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/central-aegean/
IMMA;Central America Humpback Whale Corridor IMMA;05SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1, C2;Megaptera novaeangliae;1;Balaenoptera edeni, Delphinus delphis, Grampus griseus, Kogia sima, Mesoplodon peruvianus, Orcinus orca, Pseudorca crassidens, Stenella attenuata, Stenella coeruleoalba, Stenella longirostris, Tursiops truncatus, Steno bredanensis;12;South East Tropical and Temperate Pacific Ocean;SETTPO;Mexico, Panama, Costa Rica, Guatemala, El Salvador, Nicaragua, Colombia;MEX, PAN, CRI, GTM, SLV, NIC, COL;205564;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/central-america-humpback-whale-corridor-imma
IMMA;Central and Western Torres Strait IMMA;03ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C1, C2, D1;Dugong dugon, Sousa sahulensis, Orcaella heinsohni;3;Tursiops aduncus;1;Australia, New Zealand and Southest Indian Ocean;ANSEIO;Australia, Papua New Guinea;AUS, PNG;27062;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/central-western-torres-strait/
IMMA;Central Humboldt Current Upwelling System IMMA;07SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, B2, C1, C2, D1, D2;Arctocephalus australis, Eubalaena australis, Lagenorhynchus obscurus, Lontra felina, Otaria byronia, Phocoena spinipinnis;6;Balaenoptera borealis, Balaenoptera edeni, Balaenoptera musculus, Balaenoptera physalus, Delphinus delphis, Grampus griseus, Lissodelphis peronii, Megaptera novaeangliae, Physeter macrocephalus, Tursiops truncatus;10;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile, Peru;CHL, PER;286227;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/central-humboldt-current-upwelling-system-imma
IMMA;Central Magellan Strait IMMA;08SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C2;Balaenoptera borealis, Lagenorhynchus australis;2;Orcinus orca, Megaptera novaeangliae, Cephalorhynchus eutropia, Phocoena spinipinnis;4;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;4779;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/central-magellan-strait-imma
IMMA;Central West Coast, North Island IMMA;04ANSEIO202020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Cephalorhynchus hectori;1;Delphinus delphis, Tursiops truncatus, Orcinus orca;3;Australia, New Zealand and Southest Indian Ocean;ANSEIO;New Zealand;NZL;19785;2;2020;7;2020;7;2020;https://www.marinemammalhabitat.org/portfolio-item/central-west-coast-north-island-new-zealand/
IMMA;Chacao Channel - Guamblin Island IMMA;09SETTPO222222IMMA;Criterion B - Distribution and Abundance, Criterion D - Special Attributes;B1, C1, C2;Otaria byronia, Arctocephalus australis;2;Balaenoptera musculus, Megaptera novaeangliae, Eubalaena australis, Balaenoptera physalus, Balaenoptera borealis, Physeter macrocephalus, Orcinus orca, Tursiops truncatus, Lissodelphis peronii, Lagenorhynchus obscurus, ...;14;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;46010;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/chacao-channel-to-guamblin-island-imma
IMMA;Chesterfield-Bellona Coral Reef Complex and Seamounts IMMA;03PACISL172020IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1, C3;Megaptera novaeangliae;1;Stenella longirostris, Tursiops aduncus;2;Pacific Islands;PACISL;New Caledonia, High Seas;NCL, ABNJ;59852;3;2017;7;2020;7;2020;https://www.marinemammalhabitat.org/test/portfolio-item/chesterfield-bellona-coral-reef-complex-seamounts/
IMMA;Chilika Lagoon IMMA;07NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance;A, B1;Orcaella brevirostris;1;;;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;India;IND;319;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/chilika-lagoon/
IMMA;Chiloe Interior IMMA;10SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, C1;Cephalorhynchus eutropia, Lagenorhynchus australis, Phocoena spinipinnis;3;Otaria byronia, Lontra felina, Lontra provocax;3;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;2794;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/chiloe-interior-imma
IMMA;Chios and Turkish Coast IMMA;09MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1;Monachus monachus;1;;;Mediterranean;MEDSEA;Greece, Turkey;GRC, TUR;3838;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/chios-turkish-coast/
IMMA;Cilician Basin IMMA;10MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities;A, C1;Monachus monachus;1;;;Mediterranean;MEDSEA;Turkey;TUR;714;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/cilician-basin/
IMMA;Coastal Northern Bay of Bengal IMMA;08NIOSEA181919IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B2, C1, D1;Orcaella brevirostris, Sousa chinensis, Neophocaena phocaenoides;3;Balaenoptera edeni, Tursiops aduncus;2;Northeast Indian Ocean and Southeast Asian Seas;NIOSEA;Bangladesh, India;BGD, IND;40112;3;2018;1;2019;1;2019;https://www.marinemammalhabitat.org/portfolio-item/coastal-northern-bay-bengal/
IMMA;Coastal Shelf Waters of the South East Levantine Sea IMMA;11MEDSEA161717IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, B1, C1, C2, D1;Tursiops truncatus, Delphinus delphis;2;Monachus monachus;1;Mediterranean;MEDSEA;Israel, Lebanon, Palestine;ISR, LBN, PSE;3813;10;2016;5;2017;5;2017;https://www.marinemammalhabitat.org/portfolio-item/coastal-shelf-waters-southeast-levantine-sea/
IMMA;Coastal Waters of Santa Catarina, Parana and Sao Paolo State IMMA;17SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion C - Key Life Cycle Activities, Criterion D - Special Attributes;A, C1, C2, D2;Pontoporia blainvillei, Sotalia guianensis, Steno bredanensis, Tursiops truncatus truncatus, Tursiops truncatus gephyreus, Orcinus orca, Eubalaena australis, Balaenoptera edeni;8;NULL;;South West Atlantic Ocean;SWATLO;Brazil;BRA;14408;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/coastal-waters-of-santa-catarina-parana-and-sao-paolo-state-imma
IMMA;Cobquecura-Itata IMMA;11SETTPO222222IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B1, B2;Otaria byronia, Cephalorhynchus eutropia;2;Lontra felina, Phocoena spinipinnis, Balaenoptera borealis, Orcinus orca, Megaptera novaeangliae, Eubalaena australis;6;South East Tropical and Temperate Pacific Ocean;SETTPO;Chile;CHL;2995;6;2022;11;2022;11;2022;https://www.marinemammalhabitat.org/portfolio-item/cobquecura-itata-imma
IMMA;Colchis IMMA;05BSCSEA212121IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion C - Key Life Cycle Activities;A, B2, C1, C2;Delphinus delphis, Phocoena phocoena, Tursiops truncatus;3;;;Black Sea, Turkish Straits System, and Caspian Sea;BSCSEA;Georgia;GEO;3475;2;2021;10;2021;10;2021;https://www.marinemammalhabitat.org/portfolio-item/colchis-imma
IMMA;Commerson's Dolphin Habitat Network IMMA;32SWATLO222323IMMA;Criterion A - Species or Population Vulnerability, Criterion B - Distribution and Abundance, Criterion D - Special Attributes;A, B1, D1;Cephalorhynchus commersonii, Tursiops truncatus gephyreus;2;Tursiops truncatus truncatus, Lagenorhynchus australis, Orcinus orca, Eubalaena australis, Otaria byronia, Arctocephalus australis;6;South West Atlantic Ocean;SWATLO;Argentina;ARG;10917;12;2022;7;2023;7;2023;https://www.marinemammalhabitat.org/portfolio-item/commersons-dolphin-habitat-network-imma
